bigrama,tfidf_falso,tfidf_verdadeiro,diferenca
16 setembro,0.0,0.0001043185930401,-0.0001043185930401
16 vai,0.0,0.0001167027928237,-0.0001167027928237
160 milhoes,4.779158844394999e-05,5.7402353933081374e-05,-9.610765489131383e-06
163 mil,0.0,0.0001288623406201,-0.0001288623406201
164 condominio,3.403519740667973e-05,5.981663927970541e-05,-2.578144187302568e-05
164 guaruja,0.0,6.46420392828482e-05,-6.46420392828482e-05
169 mil,8.022526355319515e-05,0.0,8.022526355319515e-05
17 20,0.0,0.0001181684191786,-0.0001181684191786
17 23,0.0,0.0001451236032553,-0.0001451236032553
17 34,3.6767646908713245e-05,3.2101871235620096e-05,4.6657756730931495e-06
17 42,7.364270875176622e-05,0.0,7.364270875176622e-05
17 44,0.0,8.947020600576745e-05,-8.947020600576745e-05
17 abril,0.0,6.753584230688689e-05,-6.753584230688689e-05
17 absolvicoes,0.0,4.624636598427555e-05,-4.624636598427555e-05
17 acusado,0.0001169732847304,0.0,0.0001169732847304
17 agosto,2.834575595021986e-05,7.58754072525816e-05,-4.752965130236173e-05
17 anos,0.0001666162476819,0.0004254633020065,-0.0002588470543246
17 apostas,0.0,0.0001498061714432,-0.0001498061714432
17 assembleia,0.0,6.840344043078756e-05,-6.840344043078756e-05
17 bilhoes,0.0001183390120001,8.720503432716351e-05,3.1133977672987234e-05
17 brasilia,6.100107998651685e-05,0.0,6.100107998651685e-05
17 camara,8.927950495105926e-05,5.89960352152443e-05,3.0283469735814964e-05
17 comando,6.286261095612403e-05,0.0,6.286261095612403e-05
17 decorrencia,7.333610666244189e-05,7.549103724529414e-05,-2.154930582852252e-06
17 dezembro,3.945578847503745e-05,0.0002609086445717,-0.0002214528560966
17 domingo,0.0,0.0001139634513189,-0.0001139634513189
17 enquanto,4.7919625026256174e-05,4.8980665836611055e-05,-1.0610408103548809e-06
17 fevereiro,0.0,0.0001096757781003,-0.0001096757781003
17 horas,0.0001096606913117,0.0001123904211356,-2.7297298238531737e-06
17 janeiro,5.534391332568941e-05,0.0001819259382175,-0.0001265820248918
17 julho,4.405822993413999e-05,0.0002376106785358,-0.0001935524486016
17 maio,2.767232897935087e-05,0.0003060632832441,-0.0002783909542648
17 mandato,0.0,0.0001060115853485,-0.0001060115853485
17 marco,0.0,8.182014156838879e-05,-8.182014156838879e-05
17 meio,4.208984078019856e-05,3.528370380154619e-05,6.806136978652368e-06
17 mil,0.0002842620235047,0.0001548385264538,0.0001294234970508
17 milhoes,0.0002016145038913,8.006885065109194e-05,0.0001215456532402
17 minutos,2.8700973808503097e-05,2.473205857958802e-05,3.968915228915079e-06
17 nota,4.685249011116754e-05,2.840197144371481e-05,1.845051866745273e-05
17 novembro,3.4531637302914135e-05,8.356533338429672e-05,-4.903369608138259e-05
17 outubro,3.5970996691274777e-05,0.0001464791424698,-0.0001105081457785
17 paises,0.0,6.81100297377052e-05,-6.81100297377052e-05
17 pessoas,4.570196958657383e-05,4.766000198013366e-05,-1.958032393559837e-06
17 presidente,0.0,8.517314924035427e-05,-8.517314924035427e-05
17 quilometros,5.3834615746206125e-05,4.528615625750642e-05,8.548459488699707e-06
17 relacao,0.0,9.683918588989816e-05,-9.683918588989816e-05
17 sao,0.0,0.0001246969372592,-0.0001246969372592
17 segundo,0.0,9.298086983509488e-05,-9.298086983509488e-05
17 setembro,0.0001259185610185,0.0001853390716687,-5.9420510650231326e-05
170 bilhoes,0.0,0.0001031382414356,-0.0001031382414356
170 mil,8.22791481011253e-05,0.0,8.22791481011253e-05
170 milhoes,7.74784377667043e-05,0.0001343869487593,-5.690851099263328e-05
172 votos,9.89428879188886e-05,5.461268410042437e-05,4.433020381846424e-05
173 mil,3.4211163494202485e-05,4.510621792414443e-05,-1.0895054429941948e-05
174 manaus,0.0,6.111334762066584e-05,-6.111334762066584e-05
17h45 deste,2.439953080444984e-05,5.667276475115053e-05,-3.227323394670068e-05
17ª vara,9.540278907330736e-05,0.0,9.540278907330736e-05
18 00,0.0001108873396957,0.0,0.0001108873396957
18 042,0.0,0.0001122276456119,-0.0001122276456119
18 abril,0.0,0.0001367434583451,-0.0001367434583451
18 anos,0.0004094337453185,0.0006078414501818,-0.0001984077048632
18 cantor,0.0,7.33933278911769e-05,-7.33933278911769e-05
18 dezembro,5.633266272186725e-05,3.945902055684534e-05,1.6873642165021915e-05
18 dias,0.0001663370716571,9.50148630379176e-05,7.132220861923629e-05
18 estados,0.0,9.9021670854912e-05,-9.9021670854912e-05
18 ex,3.8760926404603706e-05,3.983798966104551e-05,-1.0770632564418022e-06
18 fevereiro,5.378902098059244e-05,4.742963622174462e-05,6.35938475884782e-06
18 horas,6.182887200347634e-05,0.0001546817708638,-9.2852898860369e-05
18 janeiro,0.0,9.08666291426479e-05,-9.08666291426479e-05
18 julho,2.144249571712894e-05,4.265701739067449e-05,-2.121452167354555e-05
18 junho,0.0,8.696182537724708e-05,-8.696182537724708e-05
18 maio,2.43722668044728e-05,0.0002538173087784,-0.0002294450419739
18 mandados,0.0,7.956550694640953e-05,-7.956550694640953e-05
18 marco,0.0,0.0002375523271664,-0.0002375523271664
18 marina,0.0,6.840174815881211e-05,-6.840174815881211e-05
18 meses,7.068265049300093e-05,5.987717149749441e-05,1.0805478995506523e-05
18 mil,0.0001184221636035,0.0001670700012387,-4.864783763512588e-05
18 milhoes,0.0001477149858915,0.0001728115520816,-2.509656619010557e-05
18 ministro,6.585623309874673e-05,0.0,6.585623309874673e-05
18 nao,4.811116332838027e-05,0.0001171507317167,-6.903956838838534e-05
18 ordem,0.0,9.2668347099591e-05,-9.2668347099591e-05
18 paises,2.923688057601391e-05,4.344466566836802e-05,-1.4207785092354112e-05
18 parecer,2.110815801030175e-05,3.121362234799695e-05,-1.01054643376952e-05
18 parlamentar,3.1419812993133445e-05,4.730318275252033e-05,-1.5883369759386884e-05
18 pessoas,7.803568611162812e-05,9.643232873337048e-05,-1.839664262174235e-05
18 policia,0.0,9.079592148449564e-05,-9.079592148449564e-05
18 sao,0.0,8.331240315397165e-05,-8.331240315397165e-05
18 sera,0.0,0.0001050801107372,-0.0001050801107372
18 transferencia,0.0,7.925147005446263e-05,-7.925147005446263e-05
18 vai,0.0,8.556032883425258e-05,-8.556032883425258e-05
180 dias,0.0001967074029082,0.0002790640452734,-8.235664236528497e-05
180 km,0.0,7.046678773521844e-05,-7.046678773521844e-05
180 mil,0.0001136471750952,3.368206505711332e-05,7.99651100381436e-05
181 mil,2.66340855729426e-05,4.8647863229467417e-05,-2.201377765652482e-05
18f super,5.091045082445025e-05,0.0,5.091045082445025e-05
18g growler,5.091045082445025e-05,0.0,5.091045082445025e-05
18h desta,0.0,0.0001062072113986,-0.0001062072113986
18ª fase,7.979930286238133e-05,0.0,7.979930286238133e-05
19 45,8.85093626169288e-05,0.0,8.85093626169288e-05
19 abril,2.702453043245292e-05,3.902710287043655e-05,-1.2002572437983636e-05
19 acidente,0.0,0.0001263874343673,-0.0001263874343673
19 advogado,0.0,8.498175343224181e-05,-8.498175343224181e-05
19 anos,0.000685466402913,0.0009767502838118,-0.0002912838808987
19 apos,0.0,0.0001084392353148,-0.0001084392353148
19 conteudo,0.0,0.0001498115526916,-0.0001498115526916
19 contra,0.0,7.993147729080488e-05,-7.993147729080488e-05
19 dezembro,0.0,0.0002772754710754,-0.0002772754710754
19 entrevista,0.0,8.371243404616763e-05,-8.371243404616763e-05
19 estados,4.5655327627351385e-05,0.0001821489883277,-0.0001364936607004
19 estara,2.7067897724310396e-05,0.0,2.7067897724310396e-05
19 ex,6.842143039612023e-05,0.0,6.842143039612023e-05
19 fevereiro,3.583503700756424e-05,0.0002361277775713,-0.0002002927405637
19 horas,3.953474278326432e-05,4.265665736244186e-05,-3.121914579177534e-06
19 janeiro,4.346861015436454e-05,0.0002499136270503,-0.000206445016896
19 juiz,2.5443761915597085e-05,6.104262760770859e-05,-3.559886569211151e-05
19 junho,9.926113091655093e-05,0.000127748964404,-2.8487833487511025e-05
19 maio,0.0,8.856566471061416e-05,-8.856566471061416e-05
19 maioria,0.0,5.494171888986614e-05,-5.494171888986614e-05
19 marco,3.973610222901574e-05,4.575925194574938e-05,-6.023149716733639e-06
19 mil,9.060812146933444e-05,0.0,9.060812146933444e-05
19 milhoes,0.0001026888964749,8.887752194959843e-05,1.381137452530757e-05
19 mortes,4.854816782737154e-05,4.148005606997201e-05,7.068111757399532e-06
19 mortos,0.0,9.70778186859938e-05,-9.70778186859938e-05
19 nao,0.0,8.874974002729355e-05,-8.874974002729355e-05
19 outubro,0.0,0.0001948026857043,-0.0001948026857043
19 paises,0.0,0.000104473172656,-0.000104473172656
19 paraty,0.0,0.000101802911694,-0.000101802911694
19 pessoas,0.0001189816941829,0.0001801468908272,-6.116519664434953e-05
19 presidente,0.0001095465665266,0.0,0.0001095465665266
19 senadores,3.494929167648729e-05,3.516979633622391e-05,-2.205046597366221e-07
19 setembro,4.357584738205431e-05,0.0001110870535495,-6.751120616750802e-05
19 stf,0.0,6.396898779252023e-05,-6.396898779252023e-05
19 vezes,0.0001025543039226,0.0,0.0001025543039226
190 mil,5.954705711308213e-05,0.0001178946773446,-5.834762023158757e-05
1908 antes,2.7067897724310396e-05,0.0,2.7067897724310396e-05
195 milhoes,2.558554876042203e-05,2.413318841050146e-05,1.452360349920573e-06
1950 1953,8.737209146549143e-05,0.0001362095661068,-4.8837474641378427e-05
1961 17,4.981408908288919e-05,0.0,4.981408908288919e-05
1974 1979,6.623492890010571e-05,3.993260301266396e-05,2.6302325887441747e-05
1975 dezembro,4.981408908288919e-05,0.0,4.981408908288919e-05
1980 1990,0.0,0.0001910307941367,-0.0001910307941367
1980 anos,0.0,7.370439371576992e-05,-7.370439371576992e-05
1988 nao,3.439780522743165e-05,8.595014509073931e-05,-5.155233986330766e-05
1989 1994,0.000131059359435,0.0,0.000131059359435
1990 lula,7.121608309692759e-05,0.0,7.121608309692759e-05
1992 lula,0.0001033851877628,0.0,0.0001033851877628
1993 chico,4.981408908288919e-05,0.0,4.981408908288919e-05
1994 1998,5.355902187937754e-05,0.0001016933942209,-4.813437234159037e-05
1995 1997,5.6153682378105446e-05,5.025217461606128e-05,5.901507762044172e-06
1999 2002,2.91884946435742e-05,3.9135069376407394e-05,-9.946574732833197e-06
19h desta,8.598121773693832e-05,0.0,8.598121773693832e-05
1b cacas,9.41093158249744e-05,0.0,9.41093158249744e-05
1b escoltados,8.5997888002992e-05,0.0,8.5997888002992e-05
1b lancer,6.839242799171113e-05,2.5760542390962067e-05,4.263188560074906e-05
1ª delegacia,9.451899945448452e-05,4.80009180745486e-05,4.651808137993592e-05
1ª edicao,0.0,0.0001752077679384,-0.0001752077679384
1ª instancia,0.0003318243896057,0.0002677510702492,6.407331935648472e-05
1ª promotoria,0.0,8.884122300512892e-05,-8.884122300512892e-05
1ª regiao,7.464667204728524e-05,0.0001300286142012,-5.538194215396153e-05
1ª turma,0.0001630008794945,2.7682757088670696e-05,0.0001353181224059
1ª vara,0.0001980981954354,0.0001704358400773,2.7662355358143377e-05
1ª vez,0.0,0.0002920207947484,-0.0002920207947484
1º agosto,0.0,0.000120813365572,-0.000120813365572
1º ano,0.0,0.0003564291350233,-0.0003564291350233
1º caso,7.387056737977939e-05,4.24215906686e-05,3.1448976711179384e-05
1º dezembro,0.0,9.48418578125716e-05,-9.48418578125716e-05
1º dia,2.892948973323661e-05,0.0002499149541514,-0.0002209854644182
1º distrito,3.020009558463028e-05,2.6826605710390136e-05,3.373489874240141e-06
1º escarpas,5.470697443175261e-05,0.0,5.470697443175261e-05
1º fevereiro,3.846866673423319e-05,8.199347163070298e-05,-4.352480489646979e-05
1º grau,0.000118360638225,0.0,0.000118360638225
1º instituto,0.0,7.795803204830093e-05,-7.795803204830093e-05
1º janeiro,3.084472173856372e-05,0.0002990085204686,-0.00026816379873
1º maio,0.000118281601758,0.0,0.000118281601758
1º mundo,0.0001035111047433,0.0,0.0001035111047433
1º novembro,2.40257348739096e-05,7.340930120713289e-05,-4.938356633322329e-05
1º segunda,0.0,8.891373602568767e-05,-8.891373602568767e-05
1º segundo,0.0,0.0001009170436568,-0.0001009170436568
1º semestre,0.0,0.0002865098868075,-0.0002865098868075
1º setembro,2.364250595091107e-05,9.663119972300578e-05,-7.298869377209472e-05
1º trimestre,0.0,0.0004285257880709,-0.0004285257880709
1º turno,3.3907715314681246e-05,0.0001170273063459,-8.311959103122823e-05
20 25,5.781377551987545e-05,0.0001272253761952,-6.941160067536915e-05
20 30,3.419553755739951e-05,9.974933162531396e-05,-6.555379406791445e-05
20 55,3.2620535000484136e-05,4.561384895074319e-05,-1.2993313950259049e-05
20 acao,4.135305239319577e-05,3.883317632976294e-05,2.5198760634328308e-06
20 agosto,1.9466819960752267e-05,6.056393527532419e-05,-4.109711531457193e-05
20 anos,0.0010723754872183,0.0013955987862246,-0.0003232232990062
20 bi,0.0,0.0001089799300266,-0.0001089799300266
20 bilhoes,5.467151186859884e-05,0.0001041317534815,-4.946024161295101e-05
20 curitiba,5.801262793723146e-05,3.883317632976294e-05,1.9179451607468524e-05
20 dezembro,3.771309165686007e-05,0.0001961837078856,-0.0001584706162287
20 dia,0.0,0.0001125138967442,-0.0001125138967442
20 dias,0.0001354951024476,0.0004153939304597,-0.000279898828012
20 empresario,0.0,8.702169527934086e-05,-8.702169527934086e-05
20 entrevista,5.4326416809338855e-05,2.473737839402725e-05,2.958903841531161e-05
20 estados,0.0001010898233449,3.140674316743943e-05,6.968308017751449e-05
20 falou,0.0,7.433646499410499e-05,-7.433646499410499e-05
20 fevereiro,0.0,0.0001102094360006,-0.0001102094360006
20 governadores,8.74051534390289e-05,0.0,8.74051534390289e-05
20 governo,0.0,6.561954121979553e-05,-6.561954121979553e-05
20 homens,0.0,0.0001117207766197,-0.0001117207766197
20 horas,4.66473665988912e-05,8.470432668954336e-05,-3.805696009065216e-05
20 ja,0.0,0.0001707324661273,-0.0001707324661273
20 janeiro,0.0,0.0002359412978304,-0.0002359412978304
20 julho,0.0,0.0001058900004877,-0.0001058900004877
20 junho,0.0001308752488424,6.97718383454633e-05,6.110341049698126e-05
20 justica,0.0,0.0001015431617403,-0.0001015431617403
20 km,8.849097906320132e-05,4.4992326022812987e-05,4.3498653040388336e-05
20 lula,8.171486106942523e-05,0.0,8.171486106942523e-05
20 maiores,3.216593326583056e-05,0.0001636527913672,-0.0001314868581014
20 mantidas,0.0,9.24927319685511e-05,-9.24927319685511e-05
20 mesma,8.571362460197649e-05,0.0,8.571362460197649e-05
20 mil,0.0002495085875151,0.0006369375318387,-0.0003874289443235
20 milhoes,0.0005040078494242,0.0003298188368123,0.0001741890126118
20 minutos,0.0002096940823303,0.0006157635940512,-0.0004060695117208
20 novembro,0.0,0.0003078590897006,-0.0003078590897006
20 outubro,2.9212884846663365e-05,0.0001930272641882,-0.0001638143793415
20 paises,9.287844880775672e-05,4.349821145017556e-05,4.938023735758117e-05
20 pessoas,1.2213791070808926e-05,0.0001589544206048,-0.000146740629534
20 politicos,3.413799811082237e-05,3.701401482255871e-05,-2.876016711736342e-06
20 pontos,0.0001359812716411,7.582518278532901e-05,6.015608885579101e-05
20 populacao,9.0860832839183e-05,0.0,9.0860832839183e-05
20 presidente,0.0,0.0001950639801297,-0.0001950639801297
20 principais,0.0,8.567362061116243e-05,-8.567362061116243e-05
20 recurso,9.153660574407828e-05,2.331316380136128e-05,6.822344194271699e-05
20 sao,0.0,0.000114715552918,-0.000114715552918
20 segundo,0.0,9.838314309815176e-05,-9.838314309815176e-05
20 segundos,0.0,0.0001461463491855,-0.0001461463491855
20 setembro,0.0,0.0002327089693459,-0.0002327089693459
20 tiros,0.0,0.0001725403395462,-0.0001725403395462
20 total,4.843969353329201e-05,0.0,4.843969353329201e-05
20 vezes,6.243028172394011e-05,0.0001058222881053,-4.33920063813707e-05
20 video,0.0001679968630911,0.0,0.0001679968630911
200 000,0.0001493060903826,0.0,0.0001493060903826
200 anos,3.356104702115354e-05,4.50425952335466e-05,-1.1481548212393056e-05
200 bilhoes,0.0001891566728061,6.351601784452523e-05,0.0001256406549616
200 deputados,9.951883320863588e-05,4.1291773653027473e-05,5.8227059555608393e-05
200 detentos,0.0001039623002687,0.0,0.0001039623002687
200 metros,0.0002750907345746,0.0,0.0002750907345746
200 mil,0.0005825367143968,0.0002706878405831,0.0003118488738136
200 milhas,0.0,5.5655222057697705e-05,-5.5655222057697705e-05
200 milhoes,0.000277744175747,0.0003459136976141,-6.816952186713753e-05
200 pessoas,7.750795812040161e-05,0.0001956728540275,-0.0001181648959071
200 politicos,0.0001916243561479,0.0,0.0001916243561479
200 presos,5.870500213539089e-05,2.284874704406574e-05,3.585625509132516e-05
200 quilos,5.52887152600215e-05,0.0,5.52887152600215e-05
200 vezes,4.739998598060412e-05,4.543621366128469e-05,1.963772319319427e-06
2000 anos,7.247750485117331e-05,0.0,7.247750485117331e-05
2001 2002,9.295889042558542e-05,0.0,9.295889042558542e-05
2002 2005,0.0,9.716242061872595e-05,-9.716242061872595e-05
2002 2006,7.634011211675145e-05,0.0,7.634011211675145e-05
2002 2014,5.5844770000248095e-05,3.248279706182714e-05,2.3361972938420952e-05
2002 2016,3.4302443487499496e-05,5.630173275620027e-05,-2.1999289268700773e-05
2002 empresario,0.0,5.170039016701536e-05,-5.170039016701536e-05
2002 petista,0.0,5.543169502642584e-05,-5.543169502642584e-05
2003 2010,5.797786007585922e-05,0.0001365661826555,-7.858832257972613e-05
2003 garante,4.17785674173665e-05,0.0,4.17785674173665e-05
2004 2005,7.335317487021076e-05,0.0,7.335317487021076e-05
2004 2010,5.020353238009584e-05,2.7897178267564228e-05,2.230635411253161e-05
2004 2014,0.0001022179974534,6.962009253723441e-05,3.259790491625406e-05
2004 273,2.558554876042203e-05,2.413318841050146e-05,1.452360349920573e-06
2004 fez,7.246563925569435e-05,0.0,7.246563925569435e-05
2005 2011,4.469585969636463e-05,2.687085214172292e-05,1.7825007554641713e-05
2005 2014,6.522987085238758e-05,7.310265272265809e-05,-7.872781870270508e-06
2005 assessor,0.0001310879426945,0.0,0.0001310879426945
2005 declarado,0.0,5.3692485137587885e-05,-5.3692485137587885e-05
2005 ex,0.0001075890725753,2.5308063832909487e-05,8.228100874239902e-05
2006 2007,4.982454715448545e-05,0.0,4.982454715448545e-05
2006 2010,0.0,9.840704912165182e-05,-9.840704912165182e-05
2006 2012,0.0,7.258768067007623e-05,-7.258768067007623e-05
2006 2013,3.809869566303754e-05,4.038924706511621e-05,-2.290551402078673e-06
2006 2014,9.528168971761164e-05,0.0001260097986363,-3.072810891877582e-05
2006 deixou,3.659141304034971e-05,5.7636982114498303e-05,-2.10455690741486e-05
2006 dilma,6.796249425942898e-05,4.514877426157224e-05,2.2813719997856745e-05
2006 ex,8.644266859643524e-05,0.0,8.644266859643524e-05
2006 lula,7.163819218284956e-05,0.0,7.163819218284956e-05
2006 presidente,8.032720429162385e-05,5.078997329715435e-05,2.9537230994469506e-05
2006 segundo,0.0,7.25428179271638e-05,-7.25428179271638e-05
2006 valor,3.08384382571006e-05,5.19338637736401e-05,-2.1095425516539505e-05
2007 2010,3.4842963441786965e-05,0.0001003077482699,-6.546478482817772e-05
2007 2016,0.0,9.886297515435785e-05,-9.886297515435785e-05
2007 empresa,4.411694961378512e-05,2.760382422610122e-05,1.6513125387683905e-05
2007 refeito,3.786933830697543e-05,0.0,3.786933830697543e-05
2008 2010,3.888653861014578e-05,0.0001309776733974,-9.209113478728184e-05
2008 2013,0.0,0.0001209861249553,-0.0001209861249553
